"loan_amnt","term","int_rate","installment","grade","home_ownership","annual_inc","verification_status","purpose","dti","delinq_2yrs","fico_range_low","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","total_acc","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","application_type","acc_now_delinq","tot_coll_amt","mths_since_rcnt_il","avg_cur_bal","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_il_tl","num_rev_accts","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bc_limit","total_il_high_credit_limit","default","open_acc_6m","open_act_il","open_il_12m","open_il_24m","open_rv_24m","max_bal_bc","all_util","inq_fi","total_cu_tl","inq_last_12m","bc_util","num_tl_120dpd_2m","emp_length","il_util"
25000,36,11.99,830.24,1,"OWN",140000,"Not Verified","debt_consolidation",10.79,0,685,1,0,0,10,0,9168,24,629,625,0,0,0,0,0,17,30064,0,0,125,103,1,1,2,1,0,0,0,0,3,13,9,0,2,100,0,0,326056,14900,46105,"no",1,2,0,4,4,3745,64,2,0,2,45.4,0,7,71
10000,36,7.26,309.97,0,"MORTGAGE",71000,"Verified","debt_consolidation",13.78,1,680,0,22,0,6,0,15027,23,699,695,0,0,0,0,0,22,43157,0,0,164,141,3,3,4,25,0,0,22,0,1,9,10,0,1,100,0,0,277579,9000,15229,"no",1,1,0,1,3,7020,61,0,3,0,78,0,1,42
24050,36,17.86,867.78,3,"RENT",48100,"Verified","credit_card",24.33,0,685,0,0,0,7,0,14358,12,624,620,0,0,0,0,0,7,6408,0,0,103,72,13,7,0,21,0,23,0,0,3,4,8,0,1,100,0,0,51273,13500,32273,"no",0,1,1,1,3,8251,88,0,0,0,97.3,0,9,95
5900,36,18.49,214.76,4,"RENT",28000,"Source Verified","debt_consolidation",33.95,0,700,1,0,0,7,0,3983,9,499,0,0,0,0,0,0,9,4520,0,0,24,61,1,1,0,11,0,4,0,0,3,4,5,0,3,100,0,0,44949,9500,32249,"yes",1,2,1,4,4,1485,70,1,0,2,37.4,0,3,86
7725,36,5.32,232.64,0,"MORTGAGE",1e+05,"Not Verified","debt_consolidation",13.15,2,680,0,4,0,7,0,692,19,689,685,0,0,0,0,0,13,31461,0,0,210,81,8,8,1,0,11,0,4,0,0,8,10,0,1,89.5,0,0,222599,0,71478,"no",0,3,0,1,2,0,69,0,2,0,89.6,0,6,70
20150,36,15.41,702.56,3,"RENT",70000,"Not Verified","debt_consolidation",23.54,0,700,1,34,0,11,0,16441,25,704,700,0,51,0,0,0,7,3137,0,0,149,269,25,7,0,25,34,0,34,1,8,7,18,0,2,92,0,0,39247,16500,21447,"no",0,2,2,3,0,3663,88,0,0,1,93.7,0,10,84
14000,36,10.64,455.96,2,"MORTGAGE",1e+05,"Not Verified","other",6.42,0,730,0,41,0,8,0,5006,26,734,730,0,0,0,0,0,15,77976,0,0,103,149,72,1,9,75,0,15,69,0,1,6,11,0,1,92.3,0,0,617736,6500,25036,"no",1,1,0,1,0,3046,67,1,8,0,46.9,0,5,82
7500,36,9.17,239.1,2,"RENT",48000,"Source Verified","debt_consolidation",30,0,770,0,0,0,14,0,7890,38,764,760,0,0,0,0,0,7,3354,0,0,111,172,1,1,0,14,0,0,0,0,2,16,22,0,3,100,0,0,93648,22600,48048,"no",1,3,2,3,5,5234,47,0,8,0,23.5,0,8,74
35000,60,18.49,898.13,4,"RENT",88000,"Source Verified","debt_consolidation",9.29,0,785,0,0,0,13,0,3088,24,499,0,0,0,0,0,0,19,1997,0,0,19,143,6,6,0,6,0,12,0,0,4,2,22,0,6,100,0,0,109600,48500,25000,"yes",2,1,0,2,8,2879,22,1,0,1,6.4,0,10,84
4000,36,7.26,123.99,0,"RENT",70000,"Source Verified","debt_consolidation",8.83,0,695,0,0,77,8,1,8092,17,669,665,0,0,0,0,0,14,2688,0,0,121,236,4,4,0,4,0,16,0,0,3,8,9,0,1,100,1,0,28966,7300,15966,"no",1,1,0,2,3,5936,74,1,1,0,97.4,0,0,84
6400,36,8.49,202.01,2,"MORTGAGE",115000,"Not Verified","debt_consolidation",5.1,0,675,0,39,0,6,0,10168,25,659,655,0,39,0,0,82,44,49598,0,0,119,558,52,3,4,52,77,3,77,1,3,13,8,0,1,88,0,0,315486,11000,9567,"no",1,1,0,0,0,5634,52,0,0,2,92.4,0,3,6
14400,36,9.76,463.03,2,"MORTGAGE",60000,"Verified","debt_consolidation",17.85,0,670,1,37,0,15,0,7753,55,539,535,0,37,0,0,2587,18,8691,0,0,234,166,0,0,3,0,0,0,0,3,7,36,14,0,4,96.2,0,0,149855,16800,15155,"yes",2,2,0,2,6,1958,48,10,4,8,37.5,0,7,68
18000,60,12.59,405.79,1,"RENT",70000,"Not Verified","credit_card",15.26,1,660,0,17,0,6,0,21182,11,729,725,0,61,0,0,0,28,5426,0,0,77,243,5,5,2,27,17,0,17,2,3,2,7,0,2,72.7,0,0,48520,25800,19720,"no",1,1,0,0,2,17815,67,0,0,0,78.9,0,10,58
2800,36,9.17,89.27,2,"RENT",62000,"Not Verified","debt_consolidation",2.48,1,700,1,8,0,8,0,774,26,679,675,0,8,0,0,0,101,4793,0,0,123,155,2,2,0,26,65,2,65,3,2,14,11,1,1,88.5,0,0,43690,14600,25590,"no",1,2,0,0,1,215,88,0,0,1,2.9,0,1,147
35000,36,9.17,1115.77,2,"MORTGAGE",120000,"Source Verified","debt_consolidation",22.5,0,680,0,28,0,16,0,23965,21,684,680,0,0,0,0,66,5,14197,0,0,32,80,15,5,2,15,0,12,28,0,5,3,15,0,2,95.2,0,0,278532,40400,59024,"no",1,3,1,2,3,12810,56,0,0,1,59.3,0,10,64
8400,36,17.27,300.62,3,"MORTGAGE",53500,"Source Verified","debt_consolidation",27.36,4,705,1,18,0,13,0,2640,20,589,585,0,19,0,0,0,1,20397,0,0,51,306,3,1,1,3,18,0,18,1,2,3,15,1,3,78.9,0,0,220284,4800,55377,"no",3,2,1,1,4,1523,76,1,0,2,45.9,0,7,83
5350,36,16.55,189.55,3,"RENT",12200,"Verified","credit_card",27.36,0,665,1,0,0,14,0,7958,16,524,520,0,0,0,0,0,0,568,0,0,0,134,1,1,0,1,0,6,0,0,6,0,16,0,3,100,0,0,17000,6000,0,"yes",2,0,0,0,8,1251,47,0,0,5,58.8,0,6,67
26000,36,9.17,828.86,2,"MORTGAGE",110688,"Verified","credit_card",5.84,0,680,2,30,0,7,0,12670,20,664,660,0,0,0,0,0,0,20315,0,0,0,288,5,5,4,64,0,3,30,0,2,0,16,0,3,95,0,0,153130,10230,0,"no",2,0,0,0,3,5177,55,0,0,4,92,0,10,0
9000,36,11.22,295.59,2,"MORTGAGE",44000,"Verified","credit_card",11.13,0,705,0,0,0,4,0,13831,7,709,705,0,0,0,0,0,0,43770,0,0,0,102,27,27,2,27,0,0,0,0,2,0,5,0,0,100,0,0,187819,13500,0,"no",0,0,0,0,0,8458,86,0,0,0,83.2,0,1,81
12000,36,6.49,367.74,0,"MORTGAGE",73000,"Not Verified","credit_card",14.75,0,715,0,0,0,6,0,12494,8,784,780,0,0,0,0,0,16,3792,0,0,16,188,17,16,1,17,0,12,0,0,5,1,6,0,0,100,0,0,37564,19100,18464,"no",0,1,0,1,2,6077,61,2,0,1,65.4,0,3,56
14000,60,18.2,357.04,4,"MORTGAGE",48000,"Not Verified","debt_consolidation",20.05,0,695,4,0,0,9,0,10764,34,564,560,0,0,0,0,0,10,14274,0,0,162,173,4,4,3,4,0,0,0,0,2,6,25,0,7,100,0,0,151261,15900,24541,"yes",5,2,1,2,7,4818,50,2,1,11,50.5,0,5,48
15000,60,11.99,333.6,1,"OWN",135000,"Source Verified","credit_card",6.64,1,675,0,7,0,9,0,9387,22,664,660,0,37,0,0,0,103,28703,0,0,142,220,108,12,3,186,7,13,7,3,5,12,7,0,1,66.7,0,0,226703,10900,83903,"no",0,2,0,0,0,4026,90,1,2,0,86.1,0,10,98
18325,36,13.18,619.04,1,"OWN",67500,"Not Verified","debt_consolidation",28.75,0,735,0,30,0,11,0,16702,38,729,725,0,0,0,0,0,11,20114,0,0,140,320,6,6,4,6,43,0,30,0,2,12,22,0,2,94.6,0,0,224624,8000,45691,"no",1,2,1,2,1,4661,71,0,6,0,91.6,0,10,17
13000,36,8.38,409.66,2,"OWN",38000,"Not Verified","debt_consolidation",14.28,0,695,0,0,0,15,0,9440,18,709,705,0,0,0,0,0,27,1680,0,0,39,96,4,4,0,4,0,0,0,0,3,4,14,0,2,100,0,0,41000,10600,16500,"no",2,4,0,0,6,1476,62,0,0,1,20.9,0,2,96
35000,60,18.49,898.13,4,"MORTGAGE",95000,"Verified","debt_consolidation",26.48,0,660,2,0,0,26,0,43112,37,554,550,0,0,0,0,0,5,8940,0,0,222,94,3,3,4,3,0,0,0,0,9,8,25,0,2,100,0,0,279122,22000,58439,"no",2,2,1,1,9,3943,71,0,6,5,68.8,0,10,65
6400,36,13.18,216.2,1,"RENT",34000,"Verified","debt_consolidation",37.73,1,670,0,16,0,15,0,15991,18,744,740,0,0,0,0,0,14,1606,0,0,161,121,12,12,0,12,0,10,16,0,5,5,13,0,1,94.4,0,0,44040,9100,18840,"no",0,2,0,1,1,3777,51,1,2,1,89.3,0,1,35
15000,60,8.49,307.68,2,"MORTGAGE",60000,"Not Verified","credit_card",6.52,1,685,2,15,0,11,0,13984,35,709,705,0,0,0,0,0,6,23529,0,0,172,347,5,5,6,7,0,3,0,0,3,12,17,0,3,97.1,0,0,263500,12800,0,"no",2,0,1,2,3,6806,39,2,0,4,84.7,0,10,70
15875,36,18.99,581.84,4,"RENT",35100,"Source Verified","debt_consolidation",20.1,0,670,1,0,77,11,1,8927,11,679,675,0,0,0,0,452,11,7873,0,0,40,24,1,1,0,1,0,0,0,0,3,5,6,0,3,100,0,1,105550,6500,86250,"no",1,5,1,2,6,1097,82,0,1,1,38.8,0,0,90
7200,36,7.49,223.94,0,"MORTGAGE",79990,"Source Verified","credit_card",11.14,0,770,0,0,0,10,0,9930,34,709,705,0,0,0,0,0,11,19469,0,0,133,238,2,2,2,133,0,7,0,0,1,10,20,0,3,100,0,0,240092,11800,23192,"no",2,2,1,3,2,1326,40,1,5,1,11.2,0,10,62
7000,36,5.32,210.81,0,"MORTGAGE",87600,"Source Verified","credit_card",28.59,0,725,0,0,0,21,0,21775,57,729,725,0,0,0,0,0,11,8899,0,0,167,423,9,9,3,151,0,20,0,0,2,16,38,0,2,100,0,0,320136,7500,104586,"no",0,6,1,3,3,7018,48,0,0,0,100.6,0,10,45
4250,36,12.88,142.96,1,"MORTGAGE",55950,"Not Verified","debt_consolidation",15.59,0,665,0,0,52,4,2,1208,19,724,720,0,51,0,0,0,22,2360,0,0,140,360,4,4,3,4,0,23,0,0,3,6,11,0,1,58,1,1,18195,3100,15095,"no",1,1,0,1,3,471,39,0,0,0,39,0,3,55
17500,36,17.57,628.9,3,"RENT",35000,"Source Verified","debt_consolidation",24.59,0,670,0,0,0,15,0,44430,25,754,750,0,0,0,0,0,39,5632,0,0,174,311,5,5,2,8,0,9,0,0,5,3,20,0,3,100,0,0,109900,51700,0,"no",1,0,0,0,8,15588,65,0,0,2,81,0,2,82
4800,36,11.99,159.41,1,"MORTGAGE",110000,"Source Verified","vacation",17.41,0,660,0,0,0,13,0,33885,22,694,690,0,0,0,0,852,21,23055,0,0,176,39,0,0,2,5,0,13,0,0,5,8,11,0,2,100,0,0,340792,35400,28458,"no",2,2,0,2,4,11057,75,0,0,0,95.7,0,10,66
28000,36,7.91,876.26,0,"MORTGAGE",150000,"Source Verified","credit_card",26.82,0,685,0,0,20,17,1,67338,33,744,740,0,0,0,0,0,12,28051,0,0,133,209,6,6,1,22,0,20,0,0,7,12,18,0,2,100,0,1,501768,49100,34500,"no",1,2,1,1,2,10551,77,0,5,0,81,0,10,71
6000,36,7.89,187.72,0,"RENT",28000,"Not Verified","debt_consolidation",11.39,1,675,0,15,0,20,0,7077,38,714,710,0,26,0,0,0,54,4425,0,0,266,245,5,5,0,33,15,0,15,1,2,29,9,0,1,48.5,0,0,72785,8000,63185,"no",1,16,0,0,1,4938,122,0,0,0,82.9,0,1,129
14575,36,9.8,468.93,2,"MORTGAGE",65000,"Not Verified","debt_consolidation",27.53,0,735,0,44,0,12,0,7009,21,744,740,0,44,0,0,0,14,13735,0,0,238,223,56,14,1,56,0,0,0,1,4,6,14,0,0,95.2,0,0,190929,19600,63829,"no",0,3,0,2,0,2533,76,0,0,0,20.6,0,10,97
6000,36,7.91,187.77,0,"MORTGAGE",125000,"Not Verified","debt_consolidation",10.12,0,765,0,0,0,19,0,5733,41,704,700,0,0,0,0,0,4,12629,0,0,116,134,5,4,5,5,0,4,0,0,4,12,24,0,6,100,0,0,286504,34000,35033,"no",5,3,4,6,2,1588,43,1,0,3,13.2,0,10,80
2000,36,13.44,67.82,1,"MORTGAGE",43500,"Source Verified","debt_consolidation",27.61,6,685,0,9,0,11,0,2118,40,669,665,0,19,0,0,0,7,27689,0,0,239,257,14,7,5,26,9,3,9,2,1,10,25,2,1,67.5,0,0,211300,3500,26250,"no",0,1,1,1,1,1564,79,4,0,11,44.7,0,10,95
35000,60,10.64,754.72,2,"MORTGAGE",105000,"Source Verified","credit_card",20.62,0,740,0,0,0,12,0,86366,22,729,725,0,0,0,0,0,68,26607,0,0,172,280,41,36,4,56,0,8,0,0,4,3,15,0,0,100,0,0,437799,84100,45339,"no",0,1,0,0,0,18605,62,2,0,1,62,0,10,54
24000,36,8.49,757.51,2,"MORTGAGE",102000,"Verified","debt_consolidation",16.93,1,675,0,6,0,10,0,12289,40,699,695,0,6,0,0,1069,13,28716,1,0,136,196,40,9,8,61,0,13,0,1,1,12,15,1,1,97.5,0,0,323538,3500,35299,"no",0,2,0,2,0,3352,76,2,8,0,95.8,0,10,78
12000,36,9.17,382.55,2,"RENT",60000,"Source Verified","debt_consolidation",24.6,1,665,0,9,0,18,0,32201,29,579,575,0,0,0,0,0,20,2986,0,0,101,335,13,13,0,14,0,18,9,0,9,6,23,0,0,96.6,0,0,93032,52100,28632,"yes",0,1,0,1,8,6750,58,0,1,0,61.4,0,8,75
10200,36,7.91,319.21,0,"RENT",42000,"Verified","debt_consolidation",12.49,0,700,1,0,0,22,0,7101,27,609,605,0,0,0,0,0,2,3039,0,0,87,73,26,2,0,26,0,0,0,0,4,19,8,0,1,100,0,0,74591,6200,62291,"no",1,16,1,3,0,1800,90,0,0,1,67.6,0,6,96
35000,60,10.64,754.72,2,"OWN",150000,"Source Verified","credit_card",15.18,0,765,0,0,0,18,0,45372,41,779,775,0,0,0,0,0,2,26886,0,0,137,195,7,2,5,7,0,0,0,0,4,10,24,0,2,100,0,0,494067,78000,109267,"no",1,4,1,1,2,13165,43,0,0,0,58.2,0,10,38
14400,36,9.17,459.06,2,"OWN",55000,"Not Verified","debt_consolidation",33.17,0,725,1,0,0,11,0,12904,33,819,815,0,0,0,0,0,5,6629,0,0,45,198,3,3,1,3,0,3,0,0,5,9,23,0,3,97,0,0,113467,36700,73267,"no",3,3,1,5,4,4343,54,5,0,2,31.3,0,0,81
9600,36,10.64,312.66,2,"MORTGAGE",46000,"Not Verified","debt_consolidation",25.28,0,680,0,0,0,23,0,30577,36,689,685,0,0,0,0,224,113,8957,0,0,126,175,15,15,3,40,0,15,0,0,8,4,29,0,0,100,0,0,191351,35100,0,"no",0,0,0,0,3,6133,62,0,0,0,64.4,0,10,46
14500,36,11.22,476.23,2,"RENT",48000,"Verified","debt_consolidation",13.5,0,685,1,0,0,20,0,18441,27,604,600,0,0,0,0,0,79,922,0,0,79,93,1,1,0,2,0,1,0,0,7,1,26,0,4,100,0,0,56000,37100,0,"no",3,0,0,0,9,6995,33,0,0,1,42.4,0,10,56
4000,36,9.17,127.52,2,"MORTGAGE",55000,"Not Verified","debt_consolidation",9.64,0,665,0,29,0,6,0,1062,15,679,675,0,29,0,0,3271,51,34668,0,0,108,168,72,51,3,72,0,0,69,2,2,7,5,0,0,78.6,0,0,214122,2300,47613,"no",0,3,0,0,0,630,92,0,0,0,46.2,0,10,94
15000,36,9.76,482.32,2,"MORTGAGE",60500,"Verified","debt_consolidation",9.84,1,670,1,1,0,13,0,11581,27,739,735,0,1,0,1,0,167,10746,0,0,253,190,2,2,2,2,0,2,1,1,7,4,21,1,1,92.6,0,0,194443,43100,0,"no",1,0,0,0,1,2512,23,0,0,1,22.4,0,0,67
23000,36,5.32,692.64,0,"RENT",58835,"Not Verified","credit_card",26.62,0,735,0,45,0,12,0,24073,21,789,785,0,0,0,0,0,81,6364,0,0,132,269,8,8,1,8,0,24,45,0,4,3,17,0,1,95.2,0,0,103077,38400,55877,"no",0,2,0,0,4,11976,54,0,0,0,60,0,5,69
15200,36,17.86,548.45,3,"MORTGAGE",38000,"Not Verified","home_improvement",22.24,0,685,0,24,0,5,0,5910,15,704,700,0,0,0,0,0,43,34383,0,0,125,157,2,2,3,2,24,0,24,0,3,3,9,0,2,64.3,0,0,197990,10100,20700,"no",1,1,0,0,2,3205,44,0,1,0,58.5,0,10,37
8000,36,11.48,263.74,2,"MORTGAGE",42000,"Not Verified","credit_card",34.8,0,700,0,75,0,8,0,7034,18,679,675,0,75,0,0,0,10,28528,0,0,155,253,15,10,1,50,0,10,0,1,3,5,11,0,2,94.4,0,0,256513,17000,135513,"no",0,2,2,3,2,4725,49,0,0,1,41.4,0,10,72
6000,36,6.99,185.24,0,"MORTGAGE",60000,"Not Verified","debt_consolidation",16.64,0,730,0,0,92,11,1,4537,14,764,760,0,0,0,0,0,15,11731,0,0,125,164,5,5,1,5,0,8,0,0,4,6,7,0,2,100,1,0,187280,12600,26380,"no",1,3,0,2,3,1690,43,0,1,1,31.9,0,10,53
16025,36,18.49,583.29,3,"MORTGAGE",77000,"Source Verified","debt_consolidation",18.66,1,670,1,14,0,10,0,6078,40,689,685,0,0,0,0,0,2,8095,0,0,116,118,2,2,1,2,0,1,14,0,1,27,12,0,3,87.5,0,0,109884,3500,40507,"no",2,2,2,4,2,3406,74,0,2,1,97.3,0,4,90
12000,36,11.48,395.6,2,"MORTGAGE",102000,"Not Verified","credit_card",13.56,0,710,0,41,0,17,0,8607,33,714,710,0,41,0,0,0,5,24545,0,0,87,447,8,2,9,8,0,3,0,2,3,9,14,0,5,93.9,0,0,437889,11300,106015,"no",2,5,3,4,2,1556,69,6,3,5,29.4,0,10,84
25000,36,9.17,796.98,2,"RENT",76000,"Source Verified","credit_card",13.82,0,670,0,0,0,16,0,21065,38,754,750,0,0,0,0,0,51,9663,0,0,122,113,10,10,0,49,0,10,0,0,6,24,14,0,1,100,0,0,177159,31500,128959,"no",0,3,0,0,3,7012,54,0,0,1,66.3,0,5,75
6000,36,7.49,186.61,0,"RENT",31000,"Source Verified","debt_consolidation",4.76,0,760,0,0,0,4,0,5504,9,769,765,0,0,0,0,0,84,1376,0,0,126,229,8,8,0,8,0,0,0,0,2,2,7,0,1,100,0,0,22000,21000,0,"no",0,0,0,0,1,4457,25,0,0,0,26.2,0,2,84
10600,36,17.57,380.94,3,"RENT",49483,"Verified","debt_consolidation",31.7,0,660,1,59,68,26,2,14276,46,699,695,0,81,0,0,3226,12,2583,0,0,139,117,6,6,1,6,0,6,78,1,9,19,26,0,4,95.7,0,0,82106,7900,28204,"no",1,4,1,4,13,1442,76,0,0,2,91.3,0,10,78
21450,60,17.57,539.69,3,"MORTGAGE",72000,"Not Verified","debt_consolidation",22.55,0,675,0,66,0,10,0,13438,17,684,680,0,66,0,0,804,21,11334,0,0,178,254,6,6,2,6,66,7,66,1,2,5,10,0,1,93.7,0,0,159113,16000,53735,"no",1,2,0,1,5,3975,52,0,0,1,41.7,0,8,53
21000,60,7.26,418.41,0,"MORTGAGE",1e+05,"Not Verified","credit_card",18.89,0,735,0,44,0,15,0,81186,45,754,750,0,44,0,0,313,10,32161,0,0,151,249,5,5,6,101,0,9,0,1,2,14,25,0,4,97.8,0,0,518630,43700,75330,"no",1,2,1,4,3,3870,43,0,12,4,16.6,0,10,97
20000,60,9.76,422.59,2,"MORTGAGE",153000,"Not Verified","debt_consolidation",14.21,0,720,1,0,0,21,0,13674,40,669,665,0,0,0,0,0,3,25072,0,0,152,150,11,2,4,11,0,3,0,0,4,13,23,0,6,100,0,0,504677,33500,59327,"no",4,3,4,6,2,4252,68,1,3,2,34.7,0,10,99
18250,36,11.48,601.64,2,"MORTGAGE",39696,"Not Verified","credit_card",24.55,0,665,0,0,0,7,0,37981,10,754,750,0,0,0,0,249,0,17348,0,0,0,527,48,48,2,48,0,7,0,0,5,0,8,0,0,100,0,0,177200,68200,0,"no",0,0,0,0,0,10993,55,2,0,2,55.7,0,4,56
16800,60,8.49,344.6,2,"MORTGAGE",58000,"Not Verified","credit_card",24.56,0,725,0,0,0,11,0,3229,33,759,755,0,0,0,0,0,4,13467,0,0,130,118,42,4,7,42,0,4,0,0,2,19,7,0,2,100,0,0,166274,10700,97508,"no",1,6,2,7,0,2596,78,2,0,2,30.2,0,3,91
16000,36,13.18,540.5,1,"RENT",73000,"Verified","debt_consolidation",17.43,1,670,3,11,0,12,0,12812,35,614,610,0,0,0,0,0,5,16072,0,0,120,217,5,5,3,15,11,5,11,0,3,15,17,0,4,94.3,0,0,223681,17100,46581,"yes",3,5,3,5,4,7390,82,3,11,6,58.5,0,10,92
5000,36,12.59,167.49,1,"RENT",65000,"Source Verified","other",16.01,0,690,0,0,0,6,0,3424,9,664,660,0,0,0,0,0,15,5350,0,0,164,85,1,1,0,1,0,15,0,0,2,5,4,0,1,100,0,0,44972,3600,38372,"no",1,2,0,2,2,1962,71,1,2,0,56.4,0,0,75
25000,36,8.38,787.8,2,"MORTGAGE",65000,"Not Verified","debt_consolidation",12.81,0,730,0,0,0,10,0,11974,19,769,765,0,0,0,0,0,20,18083,0,0,71,57,9,9,2,11,0,11,0,0,2,8,9,0,3,100,0,0,214839,18600,24106,"no",0,3,0,1,4,6574,42,0,0,1,58.9,0,1,46
9600,36,5.32,289.11,0,"MORTGAGE",1e+05,"Not Verified","debt_consolidation",20.33,0,780,0,35,0,19,0,3416,37,814,810,0,0,0,0,0,4,16169,0,0,158,149,36,4,5,40,0,0,35,0,1,10,22,0,2,97.3,0,0,399195,50000,93511,"no",1,5,2,6,0,1794,48,0,0,0,3.6,0,6,74
5000,36,13.67,170.09,1,"RENT",88000,"Source Verified","small_business",12.31,0,675,1,72,70,8,1,4822,22,709,705,0,72,0,0,0,22,3627,0,0,127,126,3,3,2,3,72,6,72,1,2,8,12,0,3,94.7,1,0,56029,8600,41029,"no",2,2,0,2,3,4326,52,2,0,2,50.3,0,3,59
8000,36,9.17,255.04,2,"MORTGAGE",40000,"Not Verified","debt_consolidation",18.9,0,660,0,0,67,6,1,12676,13,739,735,0,0,0,0,0,24,34271,0,0,130,194,2,2,1,2,0,7,0,0,4,2,10,0,3,100,1,0,221033,21300,19733,"no",2,1,0,1,2,10125,65,0,0,2,59.5,0,0,70
16000,36,9.17,510.07,2,"MORTGAGE",67885.33,"Not Verified","debt_consolidation",15.41,2,690,0,14,0,8,0,13518,23,699,695,0,14,0,0,0,55,47599,0,0,93,291,26,26,3,26,0,0,80,1,3,2,18,1,0,87,0,0,424258,12200,19658,"no",0,1,0,0,0,4366,50,1,2,1,73.5,0,10,31
18000,36,8.38,567.22,2,"RENT",56000,"Source Verified","debt_consolidation",29.1,0,715,1,0,0,11,0,9523,12,709,705,0,0,0,0,0,14,5380,0,0,37,46,1,1,0,10,0,1,0,0,2,4,8,0,2,100,0,0,81100,17200,59500,"no",1,4,0,2,2,5400,73,1,0,1,55.4,0,2,84
4200,36,12.59,140.69,1,"RENT",30000,"Not Verified","credit_card",28.12,0,660,1,0,46,10,1,3544,24,669,665,0,34,0,0,340,7,3823,0,0,125,113,4,4,0,11,0,4,0,0,3,7,17,0,5,96,1,0,39126,5000,32026,"no",1,2,1,1,7,2115,50,0,0,3,71,0,5,96
16075,36,15.41,560.48,3,"RENT",33500,"Source Verified","medical",3.38,0,735,0,0,0,10,0,5857,13,609,605,0,0,0,0,0,4,10274,0,0,21,39,24,4,0,24,0,0,0,0,2,5,7,0,2,100,0,0,172242,66500,95812,"yes",2,5,2,5,1,4737,60,0,0,0,8.8,0,4,100
33600,60,14.48,790.2,1,"RENT",135000,"Verified","credit_card",22.94,0,670,0,0,0,25,0,21186,54,499,0,0,0,0,0,0,22,6975,0,0,192,226,18,18,0,18,0,9,0,0,7,38,16,0,0,100,0,0,165795,13200,143695,"yes",0,12,0,1,1,4081,102,1,0,1,100.5,0,8,104
2200,36,11.99,73.07,1,"RENT",22000,"Verified","moving",13.86,0,685,1,0,0,10,0,6109,14,544,540,0,0,0,0,0,13,1635,0,0,106,97,16,13,0,88,0,2,0,0,3,8,6,0,0,100,0,0,20691,5900,10591,"no",0,4,0,1,2,2449,79,1,0,2,71.9,0,3,97
10000,36,10.64,325.69,2,"RENT",70000,"Not Verified","debt_consolidation",10.8,0,665,2,56,27,7,2,3801,27,699,695,0,56,0,0,1253,5,4778,0,0,156,228,8,5,6,8,56,4,56,6,1,7,14,0,2,74.1,0,0,49773,2500,33973,"no",1,2,1,1,2,511,67,1,5,4,20.4,0,0,87
13000,60,13.18,296.99,1,"MORTGAGE",120000,"Not Verified","debt_consolidation",13.69,2,680,2,10,0,12,0,8812,32,669,665,1,10,0,0,81,31,17327,0,0,137,155,4,4,6,4,0,3,22,1,3,15,10,1,1,93.5,0,0,260455,8800,53918,"no",1,2,0,0,1,4903,65,1,0,3,64.8,0,6,67
3950,36,16.99,140.81,3,"RENT",30000,"Not Verified","debt_consolidation",18.04,0,695,1,0,0,7,0,4242,7,564,560,0,0,0,0,0,3,4043,0,0,37,38,7,3,0,7,0,3,0,0,4,2,5,0,3,100,0,0,34900,9100,24300,"no",1,2,1,1,4,1706,81,2,0,6,46.6,0,3,99
20000,60,13.18,456.91,1,"RENT",105502,"Not Verified","debt_consolidation",12.08,2,690,0,12,0,5,0,4548,13,584,580,0,68,0,0,0,9,5172,0,0,140,210,56,9,0,56,0,2,0,2,2,10,3,0,2,69.2,0,0,60057,9800,48457,"no",0,2,2,4,0,2414,33,2,0,3,41.3,0,10,9
6000,36,9.17,191.28,2,"RENT",51000,"Verified","debt_consolidation",21.93,0,665,0,37,28,6,1,4833,50,684,680,0,0,0,0,0,53,11585,0,0,118,143,11,11,0,11,0,11,37,0,2,40,10,0,1,97.4,1,0,97589,11000,86289,"no",0,3,0,0,3,4754,24,0,0,1,43.9,0,2,15
15000,36,9.8,482.61,2,"MORTGAGE",53000,"Source Verified","home_improvement",24.28,0,755,1,0,0,4,0,2080,17,749,745,0,0,0,0,0,4,9824,0,0,118,109,15,4,4,15,0,5,0,0,1,7,6,0,2,100,0,0,55090,10000,40090,"no",1,2,2,2,1,599,71,1,9,4,6,0,10,93
7550,36,14.85,261.17,1,"MORTGAGE",21000,"Source Verified","home_improvement",25.54,0,660,0,29,0,5,0,3231,14,679,675,0,0,0,0,0,21,3275,0,0,179,167,13,13,0,13,29,11,29,0,3,9,5,0,0,78.6,0,0,22128,4100,17228,"no",0,1,0,1,3,1706,74,1,0,1,73.3,0,2,76
