"loan_amnt","term","int_rate","installment","grade","home_ownershipMORTGAGE","home_ownershipOWN","home_ownershipRENT","annual_inc","verification_statusNot.Verified","verification_statusSource.Verified","verification_statusVerified","loan_status","purposecar","purposecredit_card","purposedebt_consolidation","purposehome_improvement","purposehouse","purposemajor_purchase","purposemedical","purposemoving","purposeother","purposerenewable_energy","purposesmall_business","purposevacation","dti","delinq_2yrs","fico_range_low","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","total_acc","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","application_type","acc_now_delinq","tot_coll_amt","mths_since_rcnt_il","avg_cur_bal","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_il_tl","num_rev_accts","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bc_limit","total_il_high_credit_limit","open_acc_6m","open_act_il","open_il_12m","open_il_24m","open_rv_24m","max_bal_bc","all_util","inq_fi","total_cu_tl","inq_last_12m","bc_util","num_tl_120dpd_2m","emp_length","il_util"
12000,36,11.22,394.12,0,1,0,0,65000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9.49,0,700,1,0,0,8,0,7463,10,604,600,0,0,0,0,0,37,1238,0,0,60,18,0,0,0,17,0,0,0,0,2,3,7,0,3,100,0,0,28833,1500,11233,2,1,0,0,7,609,34,0,1,2,53.5,0,2,22
22000,36,6.99,679.2,2,0,0,1,75000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,22.79,0,725,0,0,0,7,0,20357,29,819,815,0,0,0,0,0,17,21722,0,0,194,201,42,17,0,54,0,17,0,0,2,19,10,0,0,100,0,0,153457,21300,127157,0,3,0,1,0,10964,56,1,6,0,72.3,0,2,30
12000,36,7.26,371.96,2,0,0,1,90000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.91,0,685,0,0,82,13,1,3722,34,504,500,0,0,0,0,0,6,426,0,0,110,229,1,1,0,1,0,6,0,0,6,3,31,0,2,100,1,0,50649,34300,8749,2,1,1,1,2,1307,11,0,0,1,10.9,0,2,21
26400,36,7.89,825.95,2,1,0,0,125000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19.76,0,695,0,0,0,13,0,38922,32,779,775,0,0,0,0,0,12,25777,0,0,128,186,16,12,3,16,0,12,0,0,6,17,12,0,1,100,0,0,366041,44800,121241,0,6,1,1,1,14344,84,0,0,2,86.9,0,4,83
23900,36,17.97,863.69,3,0,0,1,75000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,12,0,685,1,0,0,6,0,16389,13,694,690,0,58,0,0,0,145,4118,0,0,145,189,11,11,4,11,0,5,0,0,3,1,11,0,1,92,0,0,35383,17500,17533,0,1,0,0,4,9048,92,0,0,3,93,0,10,24
12000,36,9.8,386.09,0,0,1,0,77000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13.25,0,705,1,36,0,8,0,2725,14,684,680,0,0,0,0,0,5,4152,0,0,81,103,5,5,0,5,0,5,36,0,3,4,10,0,4,92.9,0,0,60544,25300,33044,2,2,2,2,2,1722,55,0,0,2,10.8,0,8,92
28000,36,13.67,952.5,2,1,0,0,102000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,24.27,0,710,1,0,0,9,0,6132,18,594,590,0,0,1,0,0,16,23217,0,0,32,57,2,2,2,2,0,2,0,0,2,11,5,0,2,100,0,0,259136,18400,111404,2,4,0,5,4,2454,47,0,2,3,23.9,0,0,72
2925,36,17.27,104.68,3,0,0,1,50000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.6,0,660,3,0,54,6,1,1891,35,689,685,0,45,1,0,0,5,2166,0,0,184,195,1,1,3,1,0,0,0,0,4,9,23,0,3,43,1,0,15578,6300,9278,2,1,1,1,4,1134,30,0,1,4,30,0,2,96
9075,36,16.55,321.52,3,1,0,0,30000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.84,1,665,0,16,80,16,2,9472,19,589,585,0,0,1,0,0,6,8612,0,0,140,143,1,1,1,1,0,10,16,0,4,3,15,0,3,94.4,2,0,146927,14100,6000,2,1,1,1,3,3369,53,0,0,1,57.3,0,3,99
5000,36,11.99,166.05,1,1,0,0,60900,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,34.01,1,660,3,24,54,12,2,4539,38,599,595,0,51,0,0,0,5,19776,0,0,168,229,3,3,4,3,25,1,25,0,4,4,29,0,4,66,1,1,218117,8350,22918,3,1,0,0,6,2574,33,1,0,4,52,0,10,54
6025,36,12.59,201.82,2,0,0,1,32000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.45,0,660,0,0,57,9,1,8642,14,714,710,0,0,1,0,0,32,960,0,0,98,241,7,7,0,8,0,7,0,0,3,3,11,0,4,100,1,0,16300,9900,0,0,0,0,0,7,3525,53,0,0,1,74.5,0,9,58
12000,60,13.44,275.75,1,0,0,1,35000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29.8,0,660,1,57,108,10,1,12127,33,704,700,0,57,0,0,0,13,7022,0,0,172,553,12,12,0,17,0,1,0,0,4,18,15,0,1,68.7,1,0,78734,8800,62634,0,3,0,2,4,3067,77,1,2,2,85.3,0,2,79
35000,36,12.59,1172.39,1,1,0,0,112000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,18.61,0,680,1,69,0,22,0,24474,47,784,780,0,69,0,0,323,19,18522,0,0,120,139,3,3,5,14,0,3,72,1,5,15,26,0,2,95.7,0,0,455015,29100,78938,1,2,0,1,5,6491,59,1,1,1,71.2,0,1,68
25000,36,6.49,766.12,1,0,1,0,120000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,21.3,0,745,0,0,0,17,0,29581,33,809,805,0,0,1,0,0,3,12834,0,0,147,348,10,3,1,10,0,0,0,0,6,6,26,0,2,100,0,0,331839,96800,65089,1,3,1,1,2,13105,32,0,0,0,30.6,0,5,39
10400,36,5.32,313.2,2,1,0,0,40000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.8,0,700,1,56,0,8,0,10515,20,754,750,0,56,0,0,0,122,37930,0,0,122,290,3,3,4,3,0,3,0,1,3,1,15,0,1,95,0,0,251595,28500,0,1,0,0,0,1,7007,36,2,1,2,36.9,0,1,71
30000,36,9.8,965.21,0,1,0,0,110000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16.29,0,715,1,51,0,16,0,36542,38,744,740,0,51,0,0,0,29,20388,0,0,97,368,8,1,3,8,0,0,0,1,4,5,30,0,6,97.4,0,0,369940,44600,29819,1,2,0,0,5,8657,54,4,6,6,58.7,0,10,52
12000,36,9.76,385.86,0,1,0,0,50000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,32.41,0,665,0,0,0,7,0,5096,24,719,715,0,33,0,0,319,20,15089,0,0,117,325,60,20,3,117,0,0,0,0,4,3,16,0,0,92,0,0,122675,5200,5150,0,1,0,1,0,3829,86,0,0,0,91,0,10,42
16800,36,9.17,535.57,0,1,0,0,80000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29.64,0,715,0,45,0,9,0,26962,17,714,710,0,0,0,0,0,0,49945,0,0,99,321,69,6,4,69,45,7,45,0,2,4,7,0,3,94.1,0,0,492997,31800,66016,0,1,0,1,2,5532,45,1,3,0,44.2,0,4,83
5000,36,13.67,170.09,2,0,0,1,49000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,19.3,0,675,0,34,0,8,0,21327,32,639,635,0,39,1,0,0,4,30217,0,0,123,261,17,4,5,17,0,20,34,1,1,10,17,0,1,90.6,0,0,267592,3000,6817,1,1,1,1,1,3074,78,0,2,0,102.5,0,10,99
8000,36,15.77,280.35,3,0,1,0,86300,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,33.18,0,700,2,0,0,25,0,72106,41,644,640,0,0,0,0,0,3,8606,0,0,159,228,7,3,1,7,0,2,0,0,14,10,30,0,3,100,0,0,301703,132000,77563,2,4,2,2,4,11689,59,2,2,2,54.6,0,5,74
9000,36,13.18,304.03,2,0,0,1,30000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21.52,0,680,1,0,0,17,0,6497,21,694,690,0,0,1,0,0,22,2213,0,0,65,38,1,1,0,3,0,1,0,0,5,10,11,0,5,100,0,0,48198,12500,30298,3,7,0,1,6,1689,78,0,0,2,34.3,0,2,103
12500,36,7.89,391.08,1,1,0,0,105000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.35,1,695,0,23,0,8,0,16330,23,679,675,0,0,1,0,0,131,44498,0,0,131,383,8,8,5,8,23,10,23,0,3,1,16,0,2,87,0,0,322538,19700,0,0,0,0,0,1,7259,84,2,0,2,82.9,0,10,29
19600,36,6.89,604.21,2,0,1,0,80000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23.29,1,680,0,22,0,28,0,20751,31,649,645,0,0,0,0,0,8,4272,0,0,97,141,7,7,0,7,0,14,22,0,7,12,18,0,2,96.8,0,0,166333,42900,102034,0,12,1,1,6,3550,72,0,2,0,36.2,0,5,92
20000,36,7.91,625.9,2,1,0,0,98000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17.79,1,685,0,23,0,12,0,21615,21,574,570,0,0,0,0,0,24,30157,0,0,151,166,19,19,2,19,0,0,23,0,5,6,13,0,0,85.7,0,0,385118,25900,53218,0,2,0,1,1,7036,67,0,2,0,83.5,0,5,60
6500,36,7.89,203.36,1,1,0,0,50000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14.95,0,720,0,0,0,13,0,8104,48,689,685,0,0,1,0,0,29,21368,0,0,134,141,7,7,1,7,0,7,0,0,2,25,22,0,4,100,0,0,242779,13600,114299,0,4,0,0,5,3021,66,2,3,3,34,0,3,86
11000,36,9.17,350.67,0,0,0,1,60000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.34,0,700,1,0,0,11,0,8952,29,754,750,0,0,0,0,0,86,2296,0,0,135,129,8,8,0,8,0,5,0,0,3,14,15,0,2,100,0,0,43025,13400,24125,0,2,0,0,11,3632,59,0,0,3,66.8,0,2,68
7800,36,10.78,254.56,0,0,0,1,50500,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.02,0,660,0,47,0,5,0,4661,35,539,535,0,47,1,0,174,21,42553,0,0,159,126,23,21,6,23,96,16,96,5,1,23,5,0,0,82.4,0,0,214090,10000,204090,0,3,0,1,1,4661,94,1,0,0,46.6,0,2,136
18000,36,14.48,619.41,2,0,0,1,60000,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13.06,0,675,1,0,0,14,0,9041,25,669,665,0,0,1,0,967,15,3058,0,0,75,119,20,15,0,61,0,1,0,0,5,11,14,0,0,100,0,0,69681,10800,44781,0,2,0,1,1,4284,36,0,0,2,83.7,0,7,33
23975,60,13.99,557.74,1,1,0,0,60000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.42,0,705,1,62,0,22,0,28043,39,564,560,0,0,0,0,0,19,7540,0,0,170,149,2,2,3,2,0,2,0,0,2,9,27,0,4,97.4,0,0,233729,51000,43742,2,2,0,1,6,8933,42,0,1,2,28.4,0,5,60
11000,36,7.89,344.15,1,1,0,0,142300,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9.49,0,680,0,0,105,9,2,18099,11,764,760,0,0,1,0,0,18,9566,0,0,25,102,12,12,1,12,0,18,0,0,3,2,7,0,1,100,0,2,109409,25200,22636,0,2,0,1,2,7307,61,0,0,0,71.8,0,10,53
16325,36,18.99,598.33,4,1,0,0,142000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19.89,0,675,2,0,0,13,0,20783,31,724,720,0,0,1,0,0,4,33429,0,0,104,114,5,4,9,5,0,4,0,0,2,12,10,0,7,100,0,0,456513,24000,97351,5,5,5,5,6,16561,80,3,3,6,76.8,0,10,92
35000,60,14.85,829.9,2,0,1,0,90000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19.13,0,725,0,0,0,12,0,17669,24,789,785,0,0,1,0,0,7,18311,0,0,171,301,31,7,2,48,0,7,0,1,2,11,11,0,1,95.8,0,0,242346,9200,69746,0,4,1,2,0,6384,79,2,2,5,96.6,0,10,83
20000,36,11.48,659.33,0,0,1,0,79000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.39,0,670,2,35,107,10,1,7359,12,499,0,0,0,1,0,50,44,1422,0,0,44,357,24,24,0,76,0,1,35,0,3,1,11,0,0,91.7,1,0,39399,20100,15999,0,1,0,0,1,2202,36,1,0,2,23.6,0,4,43
6500,36,13.44,220.4,2,0,0,1,41000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21.12,2,690,0,14,0,16,0,9072,24,729,725,0,0,1,0,0,18,5199,0,0,172,169,8,8,0,10,18,8,14,0,3,7,17,0,3,91.7,0,0,99111,24000,70111,0,4,0,2,4,6750,59,1,0,3,37.8,0,1,87
15000,36,6.89,462.41,1,0,1,0,122000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.71,0,715,2,0,0,10,0,37774,20,789,785,0,0,1,0,0,15,30411,0,0,147,318,1,1,4,4,0,1,0,0,6,3,13,0,4,100,0,0,374002,73600,16102,4,1,0,1,6,17221,51,0,0,3,48.7,0,10,72
16000,36,10.78,522.16,0,0,0,1,87500,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13.74,0,695,0,0,0,13,0,21151,17,719,715,0,0,1,0,0,12,2647,0,0,43,95,12,12,0,12,0,12,0,0,6,3,14,0,2,100,0,0,54200,18500,29000,0,2,1,2,1,6692,59,1,0,1,96.7,0,3,37
14400,60,17.57,362.31,3,0,0,1,45000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18.29,0,700,0,0,102,8,1,5424,14,499,0,0,0,0,0,0,5,4379,0,0,133,370,2,2,0,2,0,13,0,0,4,5,9,0,3,100,1,0,46585,11600,34385,2,1,2,3,3,1881,75,0,1,0,44.3,0,10,86
10000,60,10.64,215.64,0,1,0,0,50000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17.02,0,680,3,75,34,9,2,1981,33,719,715,0,0,0,0,0,9,17029,0,0,125,183,3,3,1,26,75,0,75,0,3,14,18,0,3,96.3,1,1,178166,9000,37226,2,2,1,3,3,955,49,2,0,5,20.6,0,3,57
13500,36,9.76,434.09,0,0,0,1,44035,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18.02,0,695,2,33,0,14,0,13504,36,744,740,0,0,1,0,0,16,2329,0,0,114,197,6,6,0,14,0,0,33,0,2,6,30,0,3,97.1,0,0,49888,11800,16688,1,1,0,4,8,2818,51,0,6,6,43.4,0,5,73
5000,36,8.38,157.56,0,0,0,1,130000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.99,0,670,1,44,79,8,1,2941,13,724,720,0,44,0,0,548,42,29653,0,0,127,65,2,2,0,2,0,0,0,1,5,6,7,0,1,84.6,0,0,235824,11000,224824,1,1,0,0,1,2244,27,0,0,3,26.7,0,0,84
23500,60,14.48,552.67,1,1,0,0,54000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,24.4,0,725,0,0,0,8,0,40282,10,554,550,0,0,0,0,0,45,7434,0,0,77,155,17,17,1,147,0,0,0,0,2,3,6,0,0,100,0,0,79087,4000,37887,0,2,0,0,1,1756,75,0,0,0,83.5,0,10,51
10000,36,5.32,301.15,2,1,0,0,22000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.78,0,800,0,0,0,13,0,6664,21,804,800,0,0,0,0,0,0,7504,0,0,0,342,16,12,2,16,0,13,0,0,5,0,19,0,1,100,0,0,183525,95100,0,0,0,0,0,1,5700,7,0,0,0,6.9,0,10,81
5000,36,5.32,150.58,2,1,0,0,55000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.3,0,690,0,78,67,5,2,3798,18,549,545,0,0,0,0,422,19,41512,0,0,374,195,97,19,2,97,0,22,0,0,3,12,4,0,0,94.4,0,2,220166,6100,15087,0,1,0,1,0,2348,64,0,0,0,62.3,0,6,65
7000,36,16.59,248.15,3,1,0,0,30100,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,25.68,3,680,0,3,0,13,0,13663,30,749,745,0,70,0,0,0,25,9393,0,0,125,244,5,5,5,14,3,8,3,1,2,3,22,0,3,80,0,0,129045,4000,10968,1,1,0,0,5,1579,65,1,0,2,52.1,0,2,66
14400,36,7.49,447.87,1,1,0,0,88186,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.24,0,790,0,0,0,32,0,3587,44,809,805,0,0,1,0,0,23,11070,0,0,104,273,2,2,3,2,0,5,0,0,3,6,35,0,8,100,0,0,566153,148200,0,5,0,0,1,10,588,2,2,0,2,0.6,0,10,66
15975,36,13.44,541.66,1,0,0,1,45000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14.12,1,685,1,11,0,9,0,9327,21,704,700,0,47,0,0,0,134,1767,0,0,145,201,14,14,0,14,11,5,11,1,6,2,18,0,0,85.7,0,0,23914,9700,12749,0,1,0,0,1,2573,67,0,0,1,81.8,0,1,51
24000,60,16.55,590.68,3,1,0,0,60000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.84,0,705,0,0,0,12,0,18191,27,644,640,0,0,1,0,0,9,17417,0,0,148,155,18,9,1,55,0,9,0,0,4,12,14,0,1,100,0,0,238414,17000,78314,0,2,1,6,1,5063,69,3,0,1,85.4,0,2,92
33350,60,11.99,741.69,2,0,1,0,66744,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.02,0,770,1,0,0,8,0,14763,22,574,570,0,0,1,0,0,7,7254,0,0,68,339,18,7,0,18,0,1,0,0,2,8,14,0,1,100,0,0,202541,48000,148541,0,2,1,2,1,12207,29,1,0,1,30.8,0,10,39
2400,36,11.99,79.71,1,0,0,1,45000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23.55,0,700,1,0,0,9,0,28681,10,719,715,0,0,0,0,0,132,3187,0,0,132,350,49,49,0,149,0,5,0,0,5,1,9,0,0,100,0,0,35300,29700,0,0,0,0,0,0,12421,81,0,1,1,82.8,0,7,81
16000,60,11.22,349.64,0,0,0,1,45000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,31.23,0,695,1,62,0,10,0,17644,19,724,720,0,62,0,0,0,30,6231,0,0,232,91,11,11,0,11,0,3,0,1,5,9,10,0,1,88.2,0,0,77432,23500,53932,0,4,0,0,1,6267,81,0,0,3,75.1,0,6,83
2000,36,11.22,65.69,0,0,1,0,74000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.1,0,665,2,25,0,10,0,8155,16,549,545,0,0,1,0,0,4,4164,0,0,115,394,21,4,0,21,27,4,27,0,3,8,8,0,3,87.5,0,0,46957,14000,32257,3,4,3,3,1,2818,89,1,0,3,58.2,0,10,104
8000,36,14.48,275.29,1,0,0,1,51584,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.31,0,685,1,0,0,5,0,10235,8,704,700,0,0,0,0,0,5,5464,0,0,31,72,13,5,0,16,0,1,0,0,3,2,6,0,1,100,0,0,30809,9900,18509,1,1,1,1,2,4684,89,0,0,1,94,0,0,92
12650,36,14.85,437.59,1,0,0,1,36400,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,17.8,1,685,0,23,0,5,0,5554,13,619,615,0,0,0,0,0,9,3221,0,0,151,181,17,9,0,74,23,15,23,0,2,5,8,0,1,91.7,0,0,23100,5500,11000,0,1,1,1,1,1900,56,0,0,0,63.5,0,10,67
21000,36,11.99,697.41,2,0,0,1,119000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,28.7,0,700,0,0,0,16,0,69404,41,739,735,0,0,1,0,0,11,19377,0,0,289,311,1,1,2,11,0,14,0,0,7,15,24,0,5,100,0,0,326375,71200,100835,2,1,1,1,5,24391,85,1,0,0,96.1,0,4,51
7000,36,11.99,232.47,1,1,0,0,48000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38.75,0,735,0,0,0,10,0,18099,24,674,670,0,0,0,0,0,8,24546,0,0,131,152,23,8,1,25,0,0,0,0,2,13,10,0,1,100,0,0,292702,38500,80472,0,3,1,2,1,11851,71,0,0,0,47,0,5,84
3000,36,7.49,93.31,2,0,0,1,44000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12.27,0,755,0,0,0,3,0,2741,8,804,800,0,0,0,0,0,12,14049,0,0,100,203,57,12,0,88,0,12,0,0,1,4,4,0,1,100,0,0,33753,5000,28753,0,1,1,1,0,2741,83,1,1,3,54.8,0,9,88
10000,36,12.59,334.97,1,0,0,1,66200,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,25.67,0,685,0,0,0,7,0,12323,9,794,790,0,0,0,0,0,6,8839,0,0,18,76,16,6,0,16,0,6,0,0,4,2,7,0,1,100,0,0,63079,15100,47979,1,2,1,2,1,4560,84,1,0,1,81.6,0,3,85
10000,36,7.49,311.02,2,0,0,1,94500,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.04,0,685,0,0,0,19,0,15085,44,714,710,0,0,0,0,0,17,5019,0,0,119,184,2,2,0,7,0,19,0,0,3,28,16,0,2,100,0,0,98463,16200,78963,1,12,0,3,2,8439,92,1,1,0,80.5,0,6,95
15200,36,13.44,515.38,2,1,0,0,78000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19.4,0,715,1,57,0,17,0,19688,26,794,790,0,0,1,0,0,10,8551,0,0,105,63,3,3,2,3,0,0,0,0,9,13,11,0,5,100,0,0,182561,42000,34220,2,5,2,4,3,5980,55,4,0,8,46.9,0,10,70
10000,36,12.59,334.97,2,0,0,1,110000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.05,0,660,1,0,79,10,1,6028,12,614,610,0,0,1,0,692,0,603,0,0,0,146,0,0,0,0,0,4,0,0,3,0,12,0,2,100,1,0,15300,5100,0,2,0,0,0,5,1624,39,3,0,4,66.4,0,10,84
5400,36,16.99,192.5,3,1,0,0,47200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.07,0,670,0,0,84,10,3,39203,30,554,550,0,0,0,0,0,12,24655,0,0,225,175,15,12,1,15,0,15,0,0,5,20,9,0,1,100,0,3,246801,38900,34511,0,1,1,1,2,9645,91,0,0,0,96.2,0,8,99
8000,36,16.99,285.19,3,0,0,1,31000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,33.99,0,675,1,54,0,8,0,3647,14,619,615,0,54,1,0,0,11,5238,0,0,74,19,7,7,0,7,0,1,0,2,2,8,6,0,4,85.7,0,0,50549,5000,43149,0,2,2,4,6,2424,83,9,2,12,65.9,0,0,89
22450,36,13.18,758.38,2,0,1,0,46800,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,28.23,0,705,0,39,0,18,0,8695,43,644,640,0,0,1,0,0,0,2747,0,0,98,129,16,5,0,16,39,8,39,0,4,18,25,0,1,100,0,0,76830,24700,52130,1,1,1,3,4,4630,52,0,0,3,35.2,0,9,70
23000,60,16.55,566.06,3,0,0,1,55000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.52,0,675,1,38,0,29,0,26748,55,574,570,0,0,1,0,0,0,6172,0,0,124,216,5,5,3,11,38,5,38,0,7,37,14,0,3,98.2,0,0,192828,26500,79949,0,1,0,0,1,11665,65,0,0,0,95.6,0,1,90
20000,36,8.38,630.24,0,0,0,1,131165,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11.38,0,735,0,0,0,9,0,25996,21,694,690,0,0,1,0,0,10,5104,0,0,75,302,27,10,1,27,0,22,0,0,2,2,18,0,1,100,0,0,71900,46100,25000,0,1,1,1,0,17336,64,0,0,0,56.4,0,1,80
10000,36,9.17,318.79,0,0,1,0,70000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.33,0,680,1,46,0,10,0,16473,23,769,765,0,52,1,0,0,36,8979,0,0,95,248,5,5,2,5,46,5,46,0,5,4,17,0,2,82.6,0,0,110606,30300,0,2,0,0,0,4,9895,46,0,2,1,53.5,0,10,73
12000,60,13.18,274.15,2,1,0,0,150000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.46,1,685,1,15,63,11,2,30972,24,744,740,0,38,1,0,0,8,29319,0,0,142,337,6,6,2,77,38,6,15,2,0,5,17,0,2,66.7,0,0,370580,3500,7500,1,1,1,1,1,0,38,2,0,2,0,0,10,94
25000,36,5.32,752.87,2,1,0,0,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11.82,0,800,0,0,0,9,0,7802,28,814,810,0,0,0,0,0,14,19398,0,0,159,206,33,14,1,33,0,12,0,0,2,20,7,0,0,100,0,0,261039,47200,67909,0,3,0,3,0,6381,49,2,0,1,16,0,4,78
16000,60,13.44,367.67,2,0,0,1,106000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.94,0,680,0,38,0,12,0,11762,24,689,685,0,0,1,0,1617,8,3223,0,0,185,188,8,8,0,8,0,8,38,0,5,14,10,0,3,95.8,0,0,59331,16400,38131,0,5,2,2,3,4258,65,1,0,2,68.5,0,9,71
8000,36,9.17,255.04,0,1,0,0,38500,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,33.42,0,670,0,42,34,16,1,50466,38,729,725,1,51,1,0,568,13,7421,0,0,130,245,14,13,1,14,0,2,42,2,4,6,30,0,0,89.5,0,0,143746,5900,37972,0,2,0,2,4,1055,63,2,2,2,59.6,0,1,70
9600,36,8.38,302.52,0,1,0,0,54000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23.09,0,715,0,0,0,13,0,21361,41,739,735,0,0,0,0,0,26,22487,0,0,142,100,43,26,5,43,0,0,0,0,2,18,18,0,0,100,0,0,276424,9000,66224,0,2,0,0,0,3885,66,0,3,0,91.2,0,4,73
18000,36,11.99,597.78,2,0,0,1,65000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18.11,0,660,1,0,0,11,0,8294,18,524,520,0,0,1,0,0,17,2526,0,0,35,81,13,13,0,13,0,5,0,0,7,7,11,0,0,100,0,0,34835,8600,26135,0,3,0,3,1,1791,80,1,0,3,96.4,0,3,75
21275,36,13.18,718.69,1,1,0,0,110000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.04,0,700,1,38,90,11,1,9591,24,729,725,0,38,0,0,0,19,28653,0,0,244,186,14,12,3,14,38,0,38,1,5,6,15,0,2,95.8,1,0,303712,10800,17348,0,1,0,1,2,3140,58,0,0,1,73.2,0,10,47
11125,36,9.17,354.66,0,0,1,0,60000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.34,0,675,2,49,70,24,3,9590,42,649,645,1,62,0,0,2309,6,1370,0,0,116,446,8,6,0,8,0,3,49,1,6,15,27,0,2,95.2,0,2,72650,13000,40350,1,3,1,2,4,2284,43,3,0,3,44.2,0,2,54
